Start Date,End Date,Campaign Name,Reach,Frequency,Impressions,Clicks,Unique Clicks,Amount Spent (USD),Page Likes,Page Engagement,Post Engagement,Post Likes,Post Comments,Post Shares,Photo Views,Website Clicks,Cost per Page Engagement (USD)
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_452,140,1,140,2,2,1.86,0,4,4,0,0,0,4,0,0.465
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_440,281,1.003559,282,2,2,1.55,0,3,3,1,0,0,2,0,0.516667
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_504,43,1.023256,44,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_511,126,1.007937,127,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_448,92,1,92,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_446,1528,1.001309,1530,11,10,10.17,1,13,12,2,0,0,6,4,0.782308
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_445,1164,1.002577,1167,7,4,5.94,1,8,7,0,1,1,5,0,0.7425
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_512,223,1.008969,225,1,1,0.96,0,1,1,0,0,0,0,1,0.96
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_486,846,1.013002,857,2,2,1.02,0,4,4,0,0,0,4,0,0.255
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_482,53,1.018868,54,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_395,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_397,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_432,1417,1.005646,1425,9,8,7.82,1,9,8,5,0,0,0,3,0.868889
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_385,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_263,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_400,27,1.037037,28,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_562,170,1,170,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_551,31,1,31,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_544,37,1,37,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_567,1452,1.002755,1456,3,3,3.84,0,5,5,0,0,0,4,1,0.768
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_548,17,1.058824,18,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_553,240,1,240,1,1,2.23,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_559,15827,1,15827,106,95,196.73,21,88,67,3,0,2,4,58,2.235568
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_600,607,1,607,2,1,2.9,0,3,3,0,0,0,0,3,0.966667
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_597,1244,1.004019,1249,5,4,7.58,2,5,3,0,0,0,0,3,1.516
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_421,40,1,40,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_443,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_441,1589,1.002517,1593,10,10,6.77,3,11,8,4,0,0,4,0,0.615455
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_460,523,1.001912,524,2,1,1.77,1,6,5,1,0,1,2,1,0.295
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_488,396,1.010101,400,4,2,2.56,1,39,38,1,0,1,36,0,0.065641
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_500,40,1,40,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_435,1654,1.00786,1667,20,19,17.35,0,16,16,13,0,0,2,1,1.084375
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_474,1651,1.01272,1672,16,10,14.36,1,29,28,6,1,1,18,2,0.495172
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_464,201,1.00995,203,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_501,68,1,68,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_466,115,1,115,1,1,0.49,0,3,3,0,0,0,2,1,0.163333
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_468,254,1.003937,255,1,1,0.97,0,2,2,0,0,0,2,0,0.485
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_438,63,1,63,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_472,317,1,317,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_442,382,1,382,4,4,2.12,0,6,6,1,0,0,4,1,0.353333
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_494,312,1,312,1,1,0.96,0,1,1,1,0,0,0,0,0.96
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_495,1714,1.002334,1718,8,6,7.18,0,8,8,5,0,0,2,1,0.8975
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_283,26,1.038462,27,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_270,42,1.02381,43,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_603,322,1.012422,326,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_516,23,1,23,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_560,129,1,129,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_563,113,1,113,0,0,0,0,1,1,0,0,0,0,1,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_240,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_212,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_518,123,1.03252,127,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_564,501,1.005988,504,1,1,2.72,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_517,27,1,27,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_598,872,1.013761,884,3,3,5.5,0,2,2,0,0,0,0,2,2.75
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_547,190,1.010526,192,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_522,28,1,28,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_549,49,1,49,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_546,125,1,125,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_556,3052,1.019332,3111,7,6,16.08,0,4,4,0,1,0,0,3,4.02
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_554,1135,1.035242,1175,3,3,5.99,0,1,1,0,0,0,0,1,5.99
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_371,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_257,26,1,26,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_226,23,1,23,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_310,37,1.027027,38,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_221,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_300,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_278,172,1,172,2,2,1.78,0,2,2,1,1,0,0,0,0.89
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_296,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_272,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_280,172,1.005814,173,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_217,21,1,21,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_218,21,1,21,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_231,164,1,164,2,2,1.23,0,3,3,0,0,0,2,1,0.41
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_254,40,1,40,1,1,0.6,0,2,2,0,0,0,2,0,0.3
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_229,66,1.015152,67,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_227,39,1,39,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_223,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_216,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_261,36,1,36,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_219,45,1,45,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_555,7189,1.002921,7210,38,32,85.2,4,27,23,1,1,0,0,21,3.155556
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_291,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_387,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_425,43,1.023256,44,1,1,0.38,0,2,2,2,0,0,0,0,0.19
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_401,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_426,55,1.018182,56,1,1,0.93,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_378,46,1,46,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_389,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_419,19,1,19,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_394,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_396,21,1,21,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_392,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_429,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_379,66,1,66,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_416,31,1.032258,32,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_428,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_399,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_391,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_390,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_411,54,1.037037,56,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_403,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_568,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_545,65,1,65,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_380,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_601,355,1,355,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_596,1548,1.00323,1553,4,4,6.09,0,3,3,0,0,0,0,3,2.03
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_599,1104,1.015399,1121,3,3,4.89,0,3,3,0,0,0,0,3,1.63
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_550,62,1.016129,63,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_543,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_373,47,1,47,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_376,214,1.009346,216,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_368,602,1.006645,606,3,3,2.53,0,3,3,1,0,0,2,0,0.843333
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_407,26,1,26,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_367,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_434,30,1,30,1,1,0.81,1,1,0,0,0,0,0,0,0.81
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_418,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_408,605,1.014876,614,2,2,1.84,0,3,3,0,0,0,2,1,0.613333
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_427,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_414,28,1,28,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_2_602,1281,1.01249,1297,2,2,3.31,0,2,2,0,0,0,0,2,1.655
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_286,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_289,16,1.0625,17,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_285,9,1.111111,10,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_279,23,1.043478,24,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_287,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_277,66,1,66,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_304,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_281,84,1,84,1,1,0.83,0,2,2,0,0,0,2,0,0.415
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_290,77,1,77,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_282,421,1.021378,430,1,1,0.45,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_288,42,1,42,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_269,38,1,38,0,0,0,0,0,0,0,0,0,0,0,0
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_284,1246,1.00321,1250,12,8,11.56,2,12,10,2,0,1,2,5,0.963333
9/23/13,9/23/13,Simple_Multi_Fill_Campaign_1_301,37,1,37,2,2,1.57,0,2,2,1,1,0,0,0,0.785
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_490,19,1,19,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_432,303,1.016502,308,3,3,0.96,0,4,4,1,0,0,3,0,0.24
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_505,7,1.142857,8,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_502,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_510,14,1,14,1,1,0.39,0,2,2,0,0,0,2,0,0.195
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_367,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_388,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_397,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_376,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_400,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_411,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_427,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_428,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_421,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_494,85,1,85,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_426,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_431,634,1.003155,636,13,9,4.8,1,13,12,7,0,1,2,2,0.369231
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_2_544,236,1,236,1,1,0.82,0,1,1,1,0,0,0,0,0.82
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_441,299,1.006689,301,7,7,2.67,1,9,8,2,0,0,4,2,0.296667
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_435,322,1.003106,323,3,3,1.07,0,2,2,1,0,1,0,0,0.535
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_471,63,1,63,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_455,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_450,27,1,27,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_2_551,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_2_546,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_2_564,202,1.009901,204,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_500,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_433,35,1,35,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_407,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_504,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_511,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_495,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_503,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_2_550,60,1.016667,61,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_2_563,153,1.006536,154,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_2_545,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_2_559,14414,1,14414,113,101,172.9,24,110,86,10,0,3,7,66,1.571818
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_396,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_385,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_290,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_280,34,1,34,1,1,0.4,0,1,1,0,0,0,0,1,0.4
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_288,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_269,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_300,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_304,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_301,24,1.041667,25,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_277,43,1,43,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_310,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_287,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_291,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_278,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_279,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_289,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_286,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_444,21,1,21,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_270,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_307,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_282,46,1,46,1,0,0.42,0,1,1,0,0,1,0,0,0.42
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_272,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_434,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_389,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_368,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_2_552,4085,1.003427,4099,11,8,16.44,1,8,7,1,0,1,0,5,2.055
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_399,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_414,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_373,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_429,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_408,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_387,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_296,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_283,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_284,45,1,45,1,1,0.39,0,1,1,1,0,0,0,0,0.39
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_439,505,1.00198,506,2,2,0.69,0,1,1,1,0,0,0,0,0.69
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_482,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_401,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_512,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_486,37,1.054054,39,2,2,0.42,0,8,8,0,0,0,7,1,0.0525
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_501,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
9/22/13,9/22/13,Simple_Multi_Fill_Campaign_1_448,20,1,20,0,0,0,0,0,0,0,0,0,0,0,0
